run,period,agent_count,landscape_size,agent_id,sheep_count_if_seen,best_sheep_count_if_seen,payoff,avg_period_felicity,avg_social_welfare
14,50000,4,1,2,2,2,0.19999999999999996,13.903125,693223.5181247445
14,50000,4,1,3,2,2,0.19999999999999996,13.903125,693223.5181247445
15,50000,4,1,0,2,2,0.19999999999999996,13.903125,693245.7137497443
15,50000,4,1,1,2,2,0.19999999999999996,13.903125,693245.7137497443
15,50000,4,1,2,2,2,0.19999999999999996,13.903125,693245.7137497443
15,50000,4,1,3,2,2,0.19999999999999996,13.903125,693245.7137497443
16,50000,4,1,0,2,2,0.19999999999999996,13.903125,693229.2706247447
16,50000,4,1,1,2,2,0.19999999999999996,13.903125,693229.2706247447
16,50000,4,1,2,2,2,0.19999999999999996,13.903125,693229.2706247447
16,50000,4,1,3,2,2,0.19999999999999996,13.903125,693229.2706247447
17,50000,4,1,0,2,2,0.19999999999999996,13.903125,693189.6431247449
17,50000,4,1,1,2,2,0.19999999999999996,13.903125,693189.6431247449
17,50000,4,1,2,2,2,0.19999999999999996,13.903125,693189.6431247449
17,50000,4,1,3,2,2,0.19999999999999996,13.903125,693189.6431247449
18,50000,4,1,0,2,2,0.19999999999999996,13.903125,693280.0762497446
18,50000,4,1,1,2,2,0.19999999999999996,13.903125,693280.0762497446
18,50000,4,1,2,2,2,0.19999999999999996,13.903125,693280.0762497446
18,50000,4,1,3,2,2,0.19999999999999996,13.903125,693280.0762497446
19,50000,4,1,0,2,2,0.19999999999999996,13.903125,693206.1549997447
19,50000,4,1,1,2,2,0.19999999999999996,13.903125,693206.1549997447
19,50000,4,1,2,2,2,0.19999999999999996,13.903125,693206.1549997447
19,50000,4,1,3,2,2,0.19999999999999996,13.903125,693206.1549997447
20,50000,4,1,0,2,2,0.19999999999999996,13.903125,693207.8299997447
20,50000,4,1,1,2,2,0.19999999999999996,13.903125,693207.8299997447
20,50000,4,1,2,2,2,0.19999999999999996,13.903125,693207.8299997447
20,50000,4,1,3,2,2,0.19999999999999996,13.903125,693207.8299997447
21,50000,4,1,0,2,2,0.19999999999999996,13.903125,693171.4687497448
21,50000,4,1,1,2,2,0.19999999999999996,13.903125,693171.4687497448
21,50000,4,1,2,2,2,0.19999999999999996,13.903125,693171.4687497448
21,50000,4,1,3,2,2,0.19999999999999996,13.903125,693171.4687497448
22,50000,4,1,0,2,2,0.19999999999999996,13.903125,693195.5781247448
22,50000,4,1,1,2,2,0.19999999999999996,13.903125,693195.5781247448
22,50000,4,1,2,2,2,0.19999999999999996,13.903125,693195.5781247448
22,50000,4,1,3,2,2,0.19999999999999996,13.903125,693195.5781247448
23,50000,4,1,0,2,2,0.19999999999999996,13.903125,693202.9681247447
23,50000,4,1,1,2,2,0.19999999999999996,13.903125,693202.9681247447
23,50000,4,1,2,2,2,0.19999999999999996,13.903125,693202.9681247447
23,50000,4,1,3,2,2,0.19999999999999996,13.903125,693202.9681247447
24,50000,4,1,0,2,2,0.19999999999999996,13.903125,693234.7999997446
24,50000,4,1,1,2,2,0.19999999999999996,13.903125,693234.7999997446
24,50000,4,1,2,2,2,0.19999999999999996,13.903125,693234.7999997446
24,50000,4,1,3,2,2,0.19999999999999996,13.903125,693234.7999997446
